name,latitude,longitude
Mehmet Eczanesi,41.0202392,28.9438089
Şenay Eczanesi,41.0194170,28.9432049
Hüma Eczanesi,41.0228634,28.9488553
Hilal Eczanesi,41.0276039,28.9462202
Atikali Eczanesi,41.0268591,28.9463116
Çarşamba Eczanesi,41.0265509,28.9473987
Hülya Eczanesi,41.0261676,28.9408155
Kurdoğlu Eczanesi,41.0205037,28.9323945
Gülçin Eczanesi,41.0085858,28.9411482
Ata Taç Eczanesi,41.0101721,28.9478586
Ferit Eczanesi,41.0128229,28.9508200
Stad Eczanesi,41.0255766,28.9405575
Kayra Eczanesi,41.0095563,28.9462104
Öztürk Eczanesi,41.0155914,28.9524371
Nil Eczanesi,41.0219169,28.9760701
Pera Eczanesi,41.0337765,28.9769724
Özgecan Eczanesi,41.0392550,28.9843270
Yeni Dereboyu Eczanesi,41.0342203,28.9683115
Ege Eczanesi,41.0241055,28.9738904
Damla Eczanesi,41.0250719,28.9739446
Aykut Eczanesi,41.0329784,28.9838664
Taksim Can Eczanesi,41.0333663,28.9839908
İrem Eczanesi,41.0308149,28.9885635
Kabataş Eczanesi,41.0321200,28.9885182
Gümüşsuyu Eczanesi,41.0357395,28.9887615
Rebul 1895 Eczanesi,41.0358080,28.9834717
Elit Eczanesi,41.0251487,28.9770238
Ece Eczanesi,41.0268081,28.9781521
Enes Eczanesi,41.0316387,28.9827062
Taksim Şule Eczanesi,41.0325704,28.9836326
Itır Eczanesi,41.0363034,28.9851031
Hülya Eczanesi,41.0359197,28.9763139
Murat Eczanesi,41.0401214,28.9795219
Günay Eczanesi,41.0366938,28.9912844
Barbaros Eczanesi,41.0345002,28.9620027
Uğur Eczanesi,41.0260233,28.9737556
Yıldız Eczanesi,41.0397883,28.9858787
İstanbul City Eczanesi,41.0369041,28.9910170
Gözde Eczanesi,41.0346971,28.9682043
Hilal Eczanesi,41.0344119,28.9669607
Kamer Eczanesi,41.0264137,28.9733534
Nuray Eczanesi,41.0323938,28.9845077
Serpil Eczanesi,41.0329326,28.9854241
Yenişehir Eczanesi,41.0392635,28.9782392
Kutlay Eczanesi,41.0400273,28.9789142
Taksim Plus. Eczanesi,41.0411238,28.9817487
Miralay Eczanesi,41.0371640,28.9896290
Kasımpaşa İrem Eczanesi,41.0340984,28.9642965
Oguz Eczanesi,41.0341394,28.9657425
Cihangir Nur Eczanesi,41.0307610,28.9830235
Derman Eczanesi,41.0366572,28.9906150
Beyoğlu Eczanesi,41.0347273,28.9806099
Nuran Eczanesi,41.0362067,28.9772583
Botanik Eczanesi,40.9884178,29.1379253
Olcay Eczanesi,40.9894330,29.1354342
Yaşam Eczanesi,40.9070187,29.1626078
Alaçayır Eczanesi,40.8981139,29.1781080
Can Şifa Eczanesi,40.9246961,29.1351220
Sinan Eczanesi,40.9242471,29.1315990
Filiz Erçin Eczanesi,40.9252457,29.1326868
Haydarpaşa Anadolu Eczanesi,41.0030218,29.0282788
Yeni Sağlık Eczanesi,40.9946784,29.0386302
Reva Eczanesi,40.9933943,29.0308503
Sokak Eczanesi,40.9950604,29.0293011
İskele Eczanesi,40.9916974,29.0246962
Merkez Nur Eczanesi,40.9908011,29.0293020
Azim Eczanesi,40.9891529,29.0290958
Park Eczanesi,40.9693391,29.0588187
Gürsel Gülşen Eczanesi,40.9724860,29.0643150
Özlem Koçak Eczanesi,40.8988413,29.1775678
Su Eczanesi,40.9112505,29.1766675
Yekta Eczanesi,40.9123164,29.1731303
Yurt Eczanesi,41.0031702,29.0281658
Nurseli Eczanesi,40.9947885,29.0404408
Arcan Eczanesi,40.9711898,29.0644561
Yeni Şehir Eczanesi,40.9725260,29.0615724
Aynur Eczanesi,40.9713108,29.0771069
Begonvil Eczanesi,40.9716473,29.0780026
Çiğdem Gürsoy Eczanesi,40.9631667,29.0904490
Gazi Eczanesi,40.9793091,29.1112060
Ece Eczanesi,40.9872950,29.1318041
Yusuf Reyyhan Eczanesi,40.9869079,29.1321802
Brandium Eczanesi,40.9818393,29.1321241
Ataşehir Canan Eczanesi,40.9860749,29.0996519
Lütfiye Eczanesi,40.9108478,29.1537596
Eylül Eczanesi,40.9098463,29.1541938
Bahar Eczanesi,40.8964864,29.1730019
Yeni Atalar Eczanesi,40.9000832,29.1755979
Emre Eczanesi,40.9038992,29.1864059
Orhantepe Eczanesi,40.9095312,29.1627466
Şen Eczanesi,40.9095240,29.1615629
Yeni Lilyum Eczanesi,41.0029351,29.0310467
Anadolu Eczanesi,40.9983436,29.0350651
Hilal Eczanesi,41.0010400,29.0412971
Esra Eczanesi,40.9953597,29.0437175
Köşk Eczanesi,40.9959624,29.0449100
Alpan Eczanesi,40.9959452,29.0486547
Hasanpaşa Eczanesi,40.9948089,29.0410136
Fazlıoğlu Eczanesi,40.9951462,29.0337608
Nazif Çetin Eczanesi,40.9964640,29.0355423
Taner Eczanesi,40.9926759,29.0254271
Haydarpaşa Büyük Eczanesi,40.9952919,29.0248578
Melis Altınkaya Eczanesi,40.9727364,29.0450931
Şebnem Eczanesi,40.9696115,29.0539393
Caddebostan Nar Eczanesi,40.9706084,29.0629300
Nilgün Eczanesi,40.9696615,29.0639146
Eczane Caddebostan Plus,40.9690357,29.0654210
Ömerpaşa Eczanesi,40.9714861,29.0681565
Doğan Eczanesi,40.9742053,29.0634880
Miray Eczanesi,40.9726669,29.0740563
Eren Eczanesi,40.9260017,29.1336911
Atalay Eczanesi,40.9695081,29.0832877
Ferhan Eczanesi,40.9638343,29.0913814
Eczane Arzu,40.9675967,29.0967147
Bilge Eczanesi,40.9661885,29.1006095
Kristal Eczanesi,40.9664307,29.1001801
Ataşehir Plus Eczanesi,40.9848427,29.1074562
Ataşehir Bulvar Eczanesi,40.9926449,29.1231301
Ata Eczanesi,40.9925292,29.1261531
Polen Eczanesi,40.9902058,29.1296783
İstanbul Eczanesi,40.9836540,29.1426199
Eren Eczanesi,40.9813412,29.1427755
Yeditepe Eczanesi,40.9771041,29.1467107
Gurur Eczanesi,40.9899572,29.1356270
Boncuk Eczanesi,40.9890744,29.1022389
Hakan Eczanesi,40.9893782,29.1019633
Palladium Eczanesi,40.9855571,29.0995191
Reha Eczanesi,40.9336213,29.1628634
Aysel Eczanesi,40.9284572,29.1562535
Gülsuyu Eczanesi,40.9278746,29.1578319
Seda Eczanesi,40.9279858,29.1574061
Maltepe Çevre Eczanesi,40.9226818,29.1532007
Ayberk Eczanesi,40.9199581,29.1540468
Beyazköşk Eczanesi,40.8979082,29.1712927
Gündoğdu Eczanesi,40.9124016,29.1726424
İncir Eczanesi,40.9107964,29.1686100
Onur Eczanesi,40.9094168,29.1645624
Merkez Eczanesi,40.9080674,29.1603944
Öykü Eczanesi,40.9245541,29.1330590
Simin Eczanesi,40.9664286,29.1009585
Canan Odabaşı Eczanesi,40.9666301,29.0997745
Lokman Eczanesi,40.9807499,29.1123031
Flora Eczanesi,40.9805547,29.1042316
Zehra Eczanesi,40.9919993,29.1186931
Melissa Eczanesi,40.9924980,29.1216862
Bulvar 216 Eczanesi,40.9947008,29.1104269
Su Pulus Eczanesi,40.9227054,29.1540370
Yavuzcan Eczanesi,40.9196859,29.1544017
Ekim Eczanesi,40.9040039,29.1630635
Turhan Eczanesi,40.9041695,29.1605956
Cansu Eczanesi,40.8983581,29.1667315
Rahmanlar Şifa Eczanesi,40.8987112,29.1703719
Şule Eczanesi,40.9000036,29.1757633
Adıgüzel Eczanesi,40.9031930,29.1856918
Toros Eczanesi,40.9041207,29.1905730
Cevizli Eczanesi,40.9124105,29.1735897
Aydın Eczanesi,40.9110815,29.1682797
Çiçek Acıbadem Eczanesi,41.0010337,29.0375158
Şermin Eczanesi,40.9983739,29.0433702
Şebnem Eczanesi,40.9971378,29.0426814
Güneysu Eczanesi,40.9939566,29.0365229
Sina Eczanesi,40.9953903,29.0344309
Yeni Umut Eczanesi,40.9985271,29.0388157
Ocak Eczanesi,40.9947600,29.0250210
Gülhane Eczanesi,40.9955047,29.0248411
Akademi Eczanesi,40.9962250,29.0251595
Çarşı Zırhlıoğlu Eczanesi,40.9908246,29.0266186
Eczane Zeplin,40.9905136,29.0281696
Senur Eczanesi,40.9881954,29.0281494
Eczane Bahariye,40.9873149,29.0280183
Çağlar Eczanesi,40.9733768,29.0455604
Dalyan Eczanesi,40.9739228,29.0467998
Lokum Eczanesi,40.9746442,29.0458945
Su Eczanesi,40.9684286,29.0650084
Gaye Eczanesi,40.9696760,29.0664550
Onur 83 Eczanesi,40.9727903,29.0689069
Göztepe Şifa Eczanesi,40.9724835,29.0619843
Gelincik Eczanesi,40.9728139,29.0748143
Yalvaç Eczanesi,40.9711245,29.0755142
Zuhal Eczanesi,40.9170902,29.1536856
Lavanta Eczanesi,40.9075602,29.1817533
Filiz Duman Eczanesi,40.9969560,29.0422512
Hasanpaşa Derman Eczanesi,40.9950210,29.0406407
Halk Eczanesi,40.9939200,29.0299693
Emek Eczanesi,40.9933972,29.0250809
Yelken Eczanesi,40.9708120,29.0442227
Tamirhane Eczanesi,40.9072736,29.1603780
Yeni Şifa Eczanesi,40.8276729,29.3567251
Burcu Eczanesi,40.8271407,29.3568608
Çiçekçiler Eczanesi,40.8279538,29.3173464
Hilal Eczanesi,40.8178567,29.3022048
Tuzla Eczanesi,40.8159104,29.3031671
Dilek Eczanesi,40.9143172,29.3010479
Kurtköy Eczanesi,40.9144332,29.3014168
Engin Şeyhli Eczanesi,40.9059516,29.2854416
Gül Eczanesi,40.9121257,29.2837855
Koluman Eczanesi,40.9157423,29.2797037
Şirin Eczanesi,40.9137444,29.2779958
Sonay Eczanesi,40.9254538,29.3068629
Neslihan Erol Eczanesi,40.9415016,29.3022401
Yağmur Eczanesi,40.9379367,29.2937607
Yavuz Selim Eczanesi,40.9455045,29.2772252
Gökmen Eczanesi,40.9448112,29.2773545
Gönen Eczanesi,41.0089092,29.1667286
Esenşehir Eczanesi,41.0093651,29.1675479
Pazarbaşı Eczanesi,41.0166017,29.1624759
Çiğdem Eczanesi,41.0218075,29.1681754
Doğa Eczanesi,41.0285250,29.1760912
Yeni Şifam Eczanesi,40.8294073,29.3213780
Halk Eczanesi,40.8211133,29.3087802
Handan Eczanesi,40.8191327,29.3064036
Mercan Eczanesi,40.8175993,29.3045022
Damla Eczanesi,40.8176828,29.3034340
Sevgi Eczanesi,40.8160799,29.3032779
Sapanbağları Eczanesi,40.8837980,29.2250062
Süreyyapaşa Eczanesi,40.8851139,29.2262083
Gülek Eczanesi,40.8850131,29.2238157
Nihal Eczanesi,40.9192702,29.2958880
Avşarer Eczanesi,40.9138469,29.3006582
Fulya Eczanesi,40.9141486,29.3006816
Yeni Kerem Eczanesi,40.9108137,29.3001674
Gölebeyi Eczanesi,40.9067841,29.2845169
Özkan Eczanesi,40.9142961,29.2830352
Merkez Çarşı Eczanesi,40.9273423,29.3079383
Pınar Eczanesi,40.8970397,29.2743825
Osmangazi Eczanesi,40.9903466,29.2463214
Eser Eczanesi,41.0157311,29.1878595
Uğurlu Eczanesi,41.0161247,29.1877989
Kaya Eczanesi,41.0369378,29.1761089
Komşum Eczanesi,41.0327533,29.1771302
Nur Eda Eczanesi,40.8339037,29.3613532
Hizmet Eczanesi,40.9202292,29.2941644
Sedat Eczanesi,40.9076344,29.3025117
Zafer Eczanesi,40.9057754,29.2857842
Kardelen Eczanesi,40.9141341,29.2830774
Önem Eczanesi,40.9276244,29.3077100
Yeditepe Eczanesi,40.9255045,29.3069373
Ataman Eczanesi,41.0275445,29.1913153
Yağmur Eczanesi,41.0162465,29.1623106
Dudullu Eczanesi,41.0164522,29.1616646
İlksin Eczanesi,41.0304851,29.1738708
Ada Eczanesi,41.0328860,29.1812756
Şifa Eczanesi,40.8287590,29.3550656
Tuzla İstasyon Eczanesi,40.8297514,29.3203778
Acar Eczanesi,40.8209802,29.3085949
Duru Eczanesi,40.9230697,29.2945898
Günebakan Eczanesi,40.9109513,29.2972409
Malkoçoğlu Eczanesi,40.9710022,29.2309929
Doğan Eczanesi,40.9715471,29.2314824
Özge Eczanesi,41.0099810,29.1644394
Vural Eczanesi,40.8255245,29.3106734
Atlantis Eczanesi,40.9284013,29.3097074
Bilgin Eczanesi,40.9136491,29.2990648
İmes Eczanesi,41.0022067,29.1611709
Vatan Eczanesi,40.9157912,29.1699714
Denizar Eczanesi,40.9156530,29.1699511
Aslı Eczanesi,40.9992984,29.1371126
Soyak Yenişehir Eczanesi,41.0076755,29.1173102
Şifa Eczanesi,41.0178374,29.1155255
Behice Eczanesi,41.0219703,29.1202211
Okyanus Eczanesi,41.0191657,29.1259350
Nihal Eczanesi,41.0178450,29.1335635
Yeşilmen Eczanesi,41.0167920,29.1355293
Yeni Ihlamur Eczanesi,41.0175256,29.1365373
Ihlamur Eczanesi,41.0184151,29.1374110
Elif Eczanesi,41.0175899,29.1382578
Tijen Eczanesi,40.9193769,29.1629982
Gökberk Eczanesi,40.9158307,29.1698614
Şahin Eczanesi,40.9138052,29.1674735
Arzum Eczanesi,40.9138930,29.1675410
Arı Eczanesi,40.9940268,29.1404803
Tatlısu Eczanesi,40.9987629,29.1377895
Boncuk Eczanesi,41.0044897,29.1274701
Uğur Eczanesi,40.9221865,29.1679260
Erzincan Tiryaki Eczanesi,40.9157148,29.1699424
Umut Eczanesi,40.9940505,29.1376216
Segah Eczanesi,41.0027253,29.1296748
Melisa Eczanesi,41.0087960,29.1265453
Erdem Eczanesi,41.0077164,29.1260864
Doğuş Eczanesi,41.0078410,29.1262026
İpek Eczanesi,41.0004522,29.1240135
Aydın Tonak Eczanesi,41.0141013,29.1144710
Volkan Eczanesi,41.0189304,29.1152939
Derya Eczanesi,41.0209944,29.1176136
Ümraniye Ada Eczanesi,41.0204176,29.1194921
Yıldız Eczanesi,41.0215245,29.1201356
Rengin Eczanesi,41.0168345,29.1269278
Edibe Eczanesi,41.0146148,29.1244230
Mavera Eczanesi,41.0175725,29.1380775
Emin Eczanesi,40.9219602,29.1676161
Yıldız Eczanesi,40.9136049,29.1673391
Tümer Eczanesi,41.0179024,29.1164791
Cansu Eczanesi,41.0184214,29.1156339
Kısmet Eczanesi,41.0210245,29.1168797
Yaşam Eczanesi,41.0204738,29.1237857
Sivas Eczanesi,41.0177123,29.1349855
Pelin Eczanesi,40.9977667,29.1422634
İkbal Eczanesi,41.0079795,29.1263124
Edanur Eczanesi,41.0212117,29.1200668
Paşayiğit Eczanesi,40.9934418,29.0761521
Palmiye Eczanesi,40.9895664,29.0780503
Merdivenköy Eczanesi,40.9871625,29.0754693
Seval Eczanesi,40.9859337,29.0763312
Şeniz Eczanesi,40.9862985,29.0706139
Derman Eczanesi,40.9857312,29.0696187
İstanbul Park Eczanesi,40.9826003,29.0715031
Zerrin Eczanesi,40.9815985,29.0703535
Karanfil Eczanesi,40.9792415,29.0729680
Yeni Hatboyu Eczanesi,40.9736911,29.0756597
Emine Eczanesi,40.9728053,29.0799905
Hayat Eczanesi,40.9715785,29.0855692
Ahu Eczanesi,40.9938056,29.0765740
Ecrin Eczanesi,40.9907286,29.0766217
Ayşegül Eczanesi,40.9876716,29.0769324
Buket Eczanesi,40.9878055,29.0767041
Dilara Eczanesi,40.9803468,29.0734257
Suna Eczanesi,40.9759337,29.0762609
Özden Eczanesi,40.9835726,29.0703806
Şelale Eczanesi,40.9723722,29.0768392
Gülerman Eczanesi,40.9723347,29.0777750
Simya Eczanesi,40.9791151,29.0771778
Büyük Beşiktaş Eczanesi,41.0436134,29.0061395
Karasu Eczanesi,41.0432936,29.0044052
Mutlu Eczanesi,41.0431625,29.0038928
Kalyoncu Eczanesi,41.0440653,29.0016790
Beşiktaş Orkide Eczanesi,41.0447342,29.0005232
Naturel Eczanesi,41.0443901,29.0029647
Barbaros Bulvar Eczanesi,41.0460494,29.0072491
Erki Eczanesi,41.0559752,28.9910082
Füsun Eczanesi,41.0518305,28.9905005
Selay Eczanesi,41.0514504,28.9908593
Zihni Eczanesi,41.0519942,28.9915277
Butik Nişantaşı Eczanesi,41.0530818,28.9928939
Peri Eczanesi,41.0520163,28.9952311
Sütsever Eczanesi,41.0534073,28.9946184
Topağacı Ülkü Eczanesi,41.0515258,28.9961485
Rumeli 70 Eczanesi,41.0534673,28.9883006
Rahmi Eczanesi,41.0526760,28.9871864
Halk Eczanesi,41.0516950,28.9861997
Arı Eczanesi,41.0523249,28.9848539
Selen Eczanesi,41.0528520,28.9835772
Ada Eczanesi,41.0516406,28.9837349
Emek Eczanesi,41.0525320,28.9805625
Şişli Derman Eczanesi,41.0548704,28.9849558
Şişli Merkez Eczanesi,41.0581517,28.9853722
Hülya Hatun Eczanesi,41.0584743,28.9852638
Bengi Eczanesi,41.0430093,29.0022136
Sena Cansever Eczanesi,41.0463422,29.0071785
Acar Eczanesi,41.0522511,28.9919126
Ankara Eczanesi,41.0524008,28.9920846
Erguvan Eczanesi,41.0529086,28.9942646
Ser Eczanesi,41.0520738,28.9839039
Doğa Eczanesi,41.0517450,28.9822121
Gül Eczanesi,41.0518418,28.9819510
Ihlamur Eczanesi,41.0446458,29.0023557
Peker Eczanesi,41.0533857,28.9905401
Petek Eczanesi,41.0513251,28.9825802
Neşe Eczanesi,41.0566481,28.9856677
Nişantaşı Feyza Eczanesi,41.0532265,28.9944291
Ece Eczanesi,41.0538660,28.9952588
Seyhan Eczanesi,41.0519703,28.9860586
Sinan Eczanesi,41.0560215,28.9872366
Uğur Eczanesi,41.0566474,28.9852307
Koca Eczanesi,41.0525957,28.9960405
Feriköy Merkez Eczanesi,41.0539146,28.9808245
Alper Eczanesi,41.0520747,28.9812011
Elysıum Eczanesi,41.0550164,28.9819073
Emin Eczanesi,41.0537648,28.9827650
İdil Eczanesi,41.0623224,28.9714600
Elif Nazlı Eczanesi,41.0647915,28.9719233
Soral Eczanesi,41.0647659,28.9725980
Feyiz Eczanesi,41.0649830,28.9724187
Okmeydanı Kozan Eczanesi,41.0664971,28.9736103
Seren Eczanesi,41.0683451,28.9740664
Huzur Eczanesi,41.0706510,28.9723627
Cem Eczanesi,41.0734002,28.9798088
Doğu Eczanesi,41.0735933,28.9808510
Emre Eczanesi,41.0756327,28.9812569
Çağlayan Eczanesi,41.0759946,28.9802811
Arı Eczanesi,41.0780494,28.9871396
Towers Eczanesi,41.0675441,28.9925499
Burak Eczanesi,41.0653600,28.9954677
İnci Eczanesi,41.0654119,28.9961272
Kerem Eczanesi,41.0638414,28.9966986
Sevgi Eczanesi,41.0626164,28.9987257
Özgü Eczanesi,41.0893110,28.9995795
Meydan Eczanesi,41.0895468,28.9996355
Emel Eczanesi,41.0909140,28.9989718
Murat Eczanesi,41.0910465,28.9970684
Ateş Eczanesi,41.0623592,28.9713086
Çelebi Eczanesi,41.0635624,28.9679306
Kodan Eczanesi,41.0662766,28.9729809
Asuman Turgut Eczanesi,41.0753055,28.9830288
Vatan Eczanesi,41.0765367,28.9818156
Barış Eczanesi,41.0726375,28.9938701
Gülden Eczanesi,41.0674173,28.9946741
Işık Eczanesi,41.0908594,29.0003480
Hande Eczanesi,41.0915119,28.9951122
Yeşilce Sağlık Eczanesi,41.0962287,28.9979408
Emre Eczanesi,41.0993282,28.9938229
Ortaç Eczanesi,41.0745391,28.9810501
Kardelen Eczanesi,41.0651970,28.9717472
Peykhane Eczanesi,41.0689452,28.9776920
Elifin Eczanesi,41.0715302,28.9722776
İpek Eczanesi,41.0730416,28.9713004
Arda Eczanesi,41.0733852,28.9713106
Lokman Eczanesi,41.0730224,28.9772351
Şükran Eczanesi,41.0689435,28.9948202
Aksoy Eczanesi,41.0679034,28.9953474
Ufuk Eczanesi,41.0932324,28.9934974
Eğitim Eczanesi,41.0738360,28.9809601
Paşa Gönlüm Eczanesi,41.0691147,28.9958169
Engin Eczanesi,41.0940459,28.9999637
Sevinç Cansu Eczanesi,41.1555654,29.0312050
Baltalimanı Eczanesi,41.1599591,29.0413769
Sema Eczanesi,41.1687673,29.0569296
Mete Eczanesi,41.1689592,29.0570075
Sinem Eczanesi,41.1689543,29.0567052
Atalay Eczanesi,41.1690303,29.0563750
Abbasağa Park Eczanesi,41.0476168,29.0065403
Nesli Eczanesi,41.0497580,29.0047744
Güneş Eczanesi,41.0509614,29.0076678
Nur Eczanesi,41.1557501,29.0316130
Büyükdere Su Eczanesi,41.1589971,29.0380972
Nermin Eczanesi,41.0450600,29.0035199
Uğur Eczanesi,41.1597520,29.0402479
Çağlar Eczanesi,41.1682510,29.0573015
Elif Eczanesi,41.1612345,29.0451309
Ihlamurdere Eczanesi,41.0489541,29.0023921
İlgi Eczanesi,41.0502695,29.0072488
Çayırbaşı Eczanesi,41.1556570,29.0333502
İrem Eczanesi,41.1161715,29.0512687
Mavi Eczanesi,41.1161782,29.0501800
Gözde Yaşam Eczanesi,41.0331238,28.9019038
Yüksel Eczanesi,41.0389506,28.9017079
Sefa Eczanesi,41.0299477,28.8966382
Seda Selçuk Eczanesi,41.0327020,28.9007607
Çare Eczanesi,41.0403538,28.8983237
Ozay Eczanesi,41.1181071,29.0505457
Fatoş Eczanesi,41.0257657,28.8962793
Birlik Eczanesi,41.0296140,28.8967322
Işık Eczanesi,41.0340209,28.9028347
Vadar Eczanesi,41.0415010,28.9005304
Nilgün Eczanesi,41.0261996,28.8967130
Onur Şifa Eczanesi,41.0830316,28.9819156
Cevahir Eczanesi,41.0633301,28.9922281
Limon Eczanesi,41.0563373,29.0062880
Gürdağ Eczanesi,41.0660966,29.0073503
Onur Eczanesi,41.0679022,29.0033210
Aslan Eczanesi,41.0685948,29.0008503
Güvenevler Eczanesi,41.0693136,29.0000630
Buse Eczanesi,41.0668901,28.9988696
Özge Eczanesi,41.0708767,28.9988710
Servet Eczanesi,41.0714034,28.9986162
Özlem Eczanesi,41.0724569,28.9986021
Yeni Eczanesi,41.0761512,29.0159227
Dirim Eczanesi,41.0757805,29.0167154
Erkan Eczanesi,41.0895769,29.0257465
Nektar Eczanesi,41.0883221,29.0335489
Berrak Eczanesi,41.0827765,29.0384482
Alemdar Eczanesi,41.0883395,29.0422065
Elif Eczanesi,41.0859967,29.0482794
Tuna Eczanesi,41.0442986,28.9795812
İnci Eczanesi,41.0442361,28.9776282
Vefa Eczanesi,41.0584322,28.9367984
Bertan Eczanesi,41.0609466,28.9403652
Can Eczanesi,41.0652113,28.9413042
Arzu Eczanesi,41.0651563,28.9412083
Gelincik Eczanesi,41.0685015,28.9405252
Biricik Eczanesi,41.0698112,28.9422018
Yeni Işık Eczanesi,41.0838511,28.9633057
Kâğıthane Merkez Eczanesi,41.0817747,28.9711311
Ergül Eczanesi,41.0814299,28.9714548
Sadabat Eczanesi,41.0814328,28.9736032
Axis Eczanesi,41.0862319,28.9814368
Ayla Eczanesi,41.0855301,28.9837193
Neşe Eczanesi,41.0656553,29.0079940
Özcan Eczanesi,41.0695230,29.0002244
Aslı Eczanesi,41.0725969,28.9982679
Nilgün Eczanesi,41.0883280,29.0325727
Arzu Eczanesi,41.0834753,29.0353373
Dermako Eczanesi,41.0788714,29.0449476
Sütsever Bebek Eczanesi,41.0776499,29.0435994
Zafer Eczanesi,41.0431765,28.9760561
Fatih Eczanesi,41.0431260,28.9742980
Gül Eczanesi,41.0592392,28.9373638
Sesli Eczanesi,41.0591260,28.9355368
İstanbul Eczanesi,41.0575115,28.9415281
Kağıthane Sağlık Eczanesi,41.0815017,28.9711674
Arzu Eczanesi,41.0762215,28.9625595
Pınar Eczanesi,41.0811429,28.9725764
Kurtuluş Eczanesi,41.0463744,28.9790950
Deva Eczanesi,41.0591405,28.9353325
Kahvecioğlu Eczanesi,41.0624502,28.9957408
Okuyan Eczanesi,41.0719593,29.0130138
Deniz Eczanesi,41.0780814,29.0266586
Simge Eczanesi,41.0760924,28.9627439
Nurtepe Eczanesi,41.0805807,28.9644960
Nur Fulya Eczanesi,41.0636240,28.9938959
Sibel Eczanesi,41.0632225,28.9956892
Fulya Semt Eczanesi,41.0605152,28.9961203
Sakızağacı Eczanesi,41.0612887,28.9982730
Efe Fulya Eczanesi,41.0591781,29.0013474
Tümay Eczanesi,41.0557732,29.0025486
Dikilitaş Eczanesi,41.0570930,29.0057890
Aktif Eczanesi,41.0533524,29.0077443
Kahvecioğlu Yıldız Eczanesi,41.0516222,29.0079090
As Eczanesi,41.0601325,29.0111602
Koçalp Eczanesi,41.0655066,29.0092532
İlyada Eczanesi,41.0661718,29.0071787
Şirin Eczanesi,41.0671791,28.9978266
Oğuz Kağan Eczanesi,41.0676021,28.9975470
Mecidiyeköy Eczanesi,41.0677734,28.9987912
Profilo Eczanesi,41.0709426,29.0017826
Koray Eczanesi,41.0707338,29.0028991
Öznur Eczanesi,41.0712221,29.0030453
Gülbağ Hayat Eczanesi,41.0711854,28.9987052
Zeynep Levent Eczanesi,41.0750006,29.0192624
Levent Fenil Eczanesi,41.0762495,29.0210627
Aran Eczanesi,41.0780939,29.0271044
Derman Eczanesi,41.0787508,29.0272130
Özalp Eczanesi,41.0812555,29.0254240
Akadlar Eczanesi,41.0836701,29.0267589
Erdoğan Eczanesi,41.0870573,29.0267778
Müge Eczanesi,41.0849960,29.0349739
Etiler Gün Eczanesi,41.0821526,29.0363486
Sema Eczanesi,41.0853857,29.0382814
Şeyma Eczanesi,41.0877324,29.0459401
Arel Eczanesi,41.0796567,29.0450193
Erçin Eczanesi,41.0542113,28.9744548
Feriköy Deva Eczanesi,41.0538806,28.9745743
Feriköy Hayat Eczanesi,41.0512608,28.9756962
Limon Eczanesi,41.0478233,28.9804839
Buket Eczanesi,41.0463012,28.9815087
Altay Eczanesi,41.0456091,28.9787815
Kurtuluş Aslı Eczanesi,41.0454986,28.9786926
Şelale Eczanesi,41.0819352,28.9704305
Esenyurt İbni Sina Eczanesi,41.0450447,28.6747448
Yurt Eczanesi,41.0430017,28.6774877
Ataklı Eczanesi,41.0436200,28.6685207
Güven Eczanesi,41.0421437,28.6658660
Kuzuyolu Eczanesi,41.0434394,28.6631992
Halk Eczanesi,41.0394189,28.6517481
Akyürek Eczanesi,41.0241345,28.6443447
Ayışığı Eczanesi,41.0208343,28.6396157
Ecemre Eczanesi,41.0165033,28.6466367
Doğa Eczanesi,41.0185120,28.6480436
Ülker Eczanesi,41.0162972,28.6522215
İlkyuva Eczanesi,41.0123788,28.8682037
En Merkez Eczanesi,41.0411261,28.6770778
Zengin Eczanesi,41.0393808,28.6521482
Serpil Eczanesi,41.0208466,28.6365428
Neşem Eczanesi,41.0160375,28.6537727
Gözde Eczanesi,41.0160303,28.6545805
Yavuz Eczanesi,41.0144635,28.6542477
Yahya Eczanesi,41.0098663,28.8695419
Şifa Eczanesi,41.0112540,28.8734720
Aydın Yılmaz Eczanesi,41.0107757,28.8674381
Park Eczanesi,41.0108679,28.8670969
Gün Burak Eczanesi,41.0258616,28.8718960
Pervin Eczanesi,41.0241137,28.8720281
Eser Eczanesi,41.0216252,28.8728658
Güzel Eczanesi,41.0197037,28.8745939
Hocaoğlu Eczanesi,41.0415735,28.6756917
Bilican Eczanesi,41.0426136,28.6669950
Örnek Eczanesi,41.0450486,28.6625697
Evin Eczanesi,41.0402802,28.6518692
İksir Eczanesi,41.0176323,28.6420487
İyi Yaşam Eczanesi,41.0188579,28.6495435
Efendiler Eczanesi,41.0117209,28.8698873
İnan Eczanesi,41.0108424,28.8703363
Canser Eczanesi,41.0259445,28.8716014
Cenk Eczanesi,41.0256207,28.8728290
Serdar Eczanesi,41.0206066,28.8736250
Yazıcı Eczanesi,41.0182038,28.8760040
Özge Eczanesi,41.0204441,28.8781623
Şimşek Eczanesi,41.0202239,28.8781381
Ümit Eczanesi,41.0210615,28.8794909
Newista Eczanesi,41.0169662,28.6457334
Dünya Eczanesi,41.0273558,28.8725530
Yücel Eczanesi,41.0180147,28.8762430
Lotus Eczanesi,41.0452641,28.6733236
