name,latitude,longitude
Alemdağ Eczanesi,41.0476833,29.2400331
Elif Nur Eczanesi,41.0483131,29.2402623
Safa Eczanesi,41.0042946,28.8524524
Alper Eczanesi,41.0094052,28.8546189
Biryan Eczanesi,41.0101250,28.8550284
Maltepe Eczanesi,40.9213690,29.1373652
Eczane Çağrı,40.9212353,29.1371587
Tezcan,40.8884596,29.1817827
asena eczane,41.0946073,29.0933947
Lal Eczanesi,40.9700415,29.0630880
çağla eczane,41.0937110,29.0916145
Eczane Bağdat,40.9637435,29.0748570
Eczane Umut,41.0936429,29.0910114
eczane germilligil,41.0950522,29.0875592
Eczane Alphan,41.0948305,29.0990404
Işılay Eczanesi,41.0027397,28.5411632
Konak Eczanesi,41.0570160,28.9115056
ŞAHİN,41.0569070,28.9114517
Sözmen Eczanesi,40.9957928,28.5400818
Yılmaz Eczanesi,41.0015865,28.8738717
Doğan Eczanesi,41.0015511,28.8742038
Gonca Eczanesi,41.0025909,28.8740521
Çalışlar Eczanesi,41.0010843,28.8708725
Yayla Eczanesi,41.0000609,28.8608621
Ayşem Eczanesi,40.9888223,28.8715157
Volkan Eczanesi,40.9819302,28.8764375
Özdemir Eczanesi,40.9821023,28.8765005
Nur Eczanesi,40.9859070,28.8684862
Selin Eczanesi,40.9838114,28.8722815
Duru Eczanesi,40.9899445,28.8712683
Güngör Eczanesi,40.9905350,28.8709695
Enes Eczanesi,40.9859305,28.8796646
Özgür Eczanesi,40.9856329,28.8784152
Meltem Eczanesi,40.9923110,28.8815543
İmren Eczanesi,41.0008356,28.8796790
Yonca Eczanesi,41.0154421,28.5589370
Ayça Eczanesi,40.9782170,29.1337126
Ulusu Eczanesi,40.9760835,29.1339420
Meltem Eczanesi,40.9718948,29.1397675
Uluçay Eczanesi,40.9814674,29.1554135
Ece Eczanesi,41.0122628,28.8550810
Karadeniz Eczanesi,41.0465154,28.8733264
Eslem Eczanesi,41.0543248,28.8727698
Şanlı Eczanesi,41.0470005,28.8714391
Irmak Eczanesi,41.0527986,28.8780450
Parlak Eczanesi,41.0789115,28.9979800
Altaç Eczanesi,41.0762147,28.9963733
Ayaz Eczanesi,41.0784513,28.9972475
Esin Eczanesi,41.0938701,29.0892653
Ufuk Eczanesi,40.9582160,28.8214038
Onur Eczanesi,40.9616598,28.8246024
Sentez Eczanesi,41.0085445,28.5403785
Kardelen Eczanesi,41.0501607,29.2365050
Moda Cevizlik,40.9844445,29.0277368
Deva,40.9840113,29.0291351
Esra Eczanesi,41.0383344,28.9848863
Mis Eczanesi,41.0357118,28.9819241
Tünel Eczanesi,41.0289661,28.9730216
Kasımpaşa Eczanesi,41.0337280,28.9704080
Mert Eczanesi,41.0341665,28.9664819
Akgül Eczanesi,40.9382341,29.1429938
Eczane,40.9546955,29.1673526
Esin Eczanesi,40.9413196,29.1253927
Lokman Eczanesi,40.9983071,28.8944289
Ünal Eczanesi,40.9939758,28.9013476
Yalçın Eczanesi,41.0056205,28.9257467
Özsoy Eczanesi,41.0006516,28.9293237
Yasemin Eczanesi,41.0149419,28.9292268
Murat Eczanesi,41.0060512,28.9071834
Yavuz Eczanesi,40.9966567,28.9001111
Emre Eczanesi,41.0004266,28.9026330
Hayat Eczanesi,40.9996445,28.8959908
Özdeniz Eczanesi,40.9958430,28.9015301
Altın Eczanesi,40.9972708,28.9129071
Emniyet Eczanesi,40.9939250,28.9052440
Başak Eczanesi,40.9945169,28.9094460
Öztürk Eczanesi,40.9389570,29.1395045
Çağ Eczanesi,40.9935787,28.9092956
Kadıoğlu Eczanesi,40.9896601,28.9063145
Uğurcan Eczanesi,41.0040202,28.9283823
Gülay Özlem Eczanesi,40.9222892,29.1324093
Yargı Eczanesi,40.9234317,29.1304103
Kiraz Eczanesi,40.9279227,29.1308285
Çağdaş Eczanesi,40.9371590,29.1596860
Yeni Esen Eczanesi,40.9213919,29.1571253
Nokta Eczanesi,40.9185736,29.1555667
Akasya eczanesi,40.9288474,29.1291452
Pozitif Eczanesi,40.9172324,29.1362984
İhsan Eczanesi,40.9185845,29.1332499
Armağan Eczanesi,40.9239707,29.1308902
Neşe Eczanesi,41.0930612,28.9730818
Gönül Eczanesi,41.0932195,28.9699424
Kurşunlu Eczanesi,41.0221767,29.1585517
Işık Eczanesi,41.0264396,29.1590478
Murat Eczanesi,41.0185079,29.1558246
Aygül Eczanesi,41.0285084,29.1631579
Pınar Eczanesi,41.0288378,29.1627144
Kalender Eczanesi,41.0176984,29.1759197
Neslihan Eczanesi,41.0170578,29.1774647
Kemerdere Eczanesi,41.0199537,29.1739503
Çamlık Eczanesi,41.0142224,29.1927907
Can Şifa Eczanesi,41.0142878,29.1961164
Gürol Eczanesi,41.0135082,29.1967274
Ecem Eczanesi,41.0175793,29.1738337
Zehra Eczanesi,41.0275088,29.1841992
Bilen Eczanesi,41.0196973,29.1924045
Nehir Eczanesi,41.0162425,29.1906901
Berat Eczanesi,41.0105821,29.1910258
Güneş Eczanesi,41.0262438,29.1855889
Bayramtepe Eczanesi,41.0867318,28.7511357
Ayşegül Eczanesi,41.0745969,28.7494145
Çıra Eczanesi,41.0868563,28.7527144
Anıl Eczanesi,41.0801734,28.7519826
Leyla Eczanesi,41.0743446,28.7518858
Tepe Eczanesi,41.0730152,28.7516759
İnci Eczanesi,41.0243572,28.5823294
Yıldız Eczanesi,40.9928171,28.6478540
Aslı Eczanesi,40.9916643,28.6133265
Gürpınar Eczanesi,40.9930172,28.6142494
Bilge Eczanesi,40.9960471,28.6260346
Pınar Eczanesi,40.9916479,28.6116379
Deniz Eczanesi,41.0128986,28.6256003
Sancaklı Eczanesi,41.0132014,28.6058582
Burçe Eczanesi,40.9957105,28.6241317
Merve Eczanesi,41.0067020,28.6222944
Hatice Eczanesi,40.9901000,28.6164376
Seda Eczanesi,40.9923580,28.6053685
Hazal Eczanesi,40.8707746,29.3294208
Güven Eczanesi,40.8673475,29.3030410
Deva Eczanesi,40.8674168,29.2952381
Doğuş Eczanesi,40.8514499,29.2987988
Saka Eczanesi,40.8492407,29.3008272
Büyük Eczanesi,40.8485739,29.3016391
Güzelyalı Eczanesi,40.8604419,29.2823830
Martı Eczanesi,40.8594018,29.2800604
Saba Eczanesi,40.8664066,29.2923946
Özlem Eczanesi,40.8629577,29.2954412
Çelik Eczanesi,40.8554028,29.2993938
Zuhal Eczanesi,40.8533975,29.2959678
Gül Eczanesi,40.8478158,29.3059701
İçmeler Eczanesi,40.8477373,29.3049603
Barbaros Eczanesi,40.8390115,29.3065319
Domaç Eczanesi,40.8485358,29.2952596
Sezer Eczanesi,40.8594899,29.2806085
Neomarin Eczanesi,40.8642895,29.2741208
Cemre Eczanesi,40.8681442,29.3282297
Burcu Eczanesi,40.8641718,29.3090856
Özdemir Eczanesi,40.8678696,29.2990888
Ergüney Eczanesi,40.8642006,29.2937917
Arden Eczanesi,40.8593846,29.2984423
Berçem Eczanesi,40.8546988,29.3000772
Aydıntepe Eczanesi,40.8531977,29.2979455
Yaşar Eczanesi,40.8513968,29.3003929
Sağlık Eczanesi,40.8487912,29.3038345
Ege Eczanesi,40.8488465,29.3052028
Aydınlı Eczanesi,40.8493477,29.3050283
Neva Eczanesi,40.8478211,29.3046851
Bigem Eczanesi,40.8413745,29.3043672
Arşipel Eczanesi,40.8407613,29.3001134
Metro Eczanesi,40.8439262,29.2994330
Sevgim Eczanesi,40.8444833,29.2982583
Çamçeşme Eczanesi,40.8754298,29.2726170
Oral Eczanesi,40.8746588,29.2692499
Konaşlı Eczanesi,40.8844165,29.3371572
Kent Eczanesi,40.8646026,29.3077878
Merve Eczanesi,40.8620260,29.2947397
Lalezar Eczanesi,40.8658220,29.3183169
Ünver Eczanesi,40.8693754,29.3183041
Cadde Özlem Eczanesi,40.8593929,29.2988666
Cadde Eczanesi,40.9602418,29.0799906
Selçuk Eczanesi,40.9616745,29.0755970
Reyhan Eczanesi,40.9550774,29.0973202
Kılavuzçayırı Eczanesi,40.9511034,29.1106278
Kalyon Eczanesi,40.9609746,29.0786058
Özge Eczanesi,40.9582271,29.0783941
Vital Eczanesi,40.9637010,29.0820101
Defne Eczanesi,40.9634455,29.0842256
Eczane Altanlar,40.9624196,29.0848311
Elif Eczanesi,40.9565660,29.0948220
Simla Eczanesi,40.9507686,29.1029653
Pelin Eczanesi,40.9648437,29.0662941
Cadde Rüzgar Eczanesi,40.9652931,29.0724764
Şaşkın Bakkal Coşkun Eczanesi,40.9631970,29.0768353
Suadiye İskele Eczanesi,40.9596421,29.0755257
Erol Eczanesi,40.9615167,29.0754810
Çiğdem Eczanesi,40.9547376,29.0956413
Altıntepe Gökhan Eczanesi,40.9563969,29.1068655
Yeni Güven Eczanesi,40.9745993,29.0959785
Kozyatağı Deniz Eczanesi,40.9738618,29.0943660
Çuhadar Eczanesi,40.9721450,29.0950728
Özgüneş Eczanesi,40.9715948,29.0946054
Orkun Eczanesi,40.9693264,29.0960195
Battal,40.8631130,29.3344043
Erol Eczanesi,40.8805837,29.2801861
İlhan Eczanesi,40.9930758,29.2652740
Aykın Eczanesi,40.9819576,29.2620696
Vitamin Eczanesi,40.9654550,29.2664633
Yeşim Eczanesi,40.9557482,29.2720522
Furkan Eczanesi,40.9485625,29.2981559
Yeni Kiraz Eczanesi,40.8640757,29.3374506
Kavakpınar Eczanesi,40.8792443,29.2862751
Sevil Eczanesi,40.8808820,29.2789888
Nur Eczanesi,40.9697143,29.2575624
Burçak Eczanesi,40.9655857,29.2665577
Ahmet Yesevi Eczanesi,40.9653406,29.2664081
Aysu Eczanesi,40.9517373,29.2815190
Uzundere Eczanesi,40.9599847,29.2958893
Orhanlı Eczanesi,40.8944601,29.3546301
Kevser Eczanesi,40.9935253,29.2653524
Ayşe Senem Eczanesi,40.9671713,29.2661428
Ümit Eczanesi,40.9643350,29.2659479
Günah Eczanesi,40.9639065,29.2657576
Çınar Eczanesi,40.9599961,29.2953090
Gökşen Eczanesi,40.8772601,29.2858933
Barkam Eczanesi,40.8748068,29.2843923
Zeynep Eczanesi,40.9818036,29.2620519
Çanakçı Eczanesi,40.9658940,29.2658950
Sağlık Eczanesi,40.9633369,29.2654692
Petrol Yolu Eczanesi,40.9625549,29.2636122
Doğa Eczanesi,40.9581301,29.2661445
Gölet Eczanesi,40.9544637,29.2804579
Özge Eczanesi,40.9595110,29.2956802
Büyük Eczane,40.9694268,29.2585294
İnanç Eczanesi,41.0175151,29.2582416
Yunus Emre Eczanesi,41.0180431,29.2581939
Ayça Eczanesi,41.0086940,29.2484920
Sancaktepe İrem Eczanesi,40.9980690,29.2474471
Celal Eczanesi,40.9889118,29.2510488
Büşra Eczanesi,40.9670964,29.2611474
Sabır Eczanesi,40.9661130,29.2655042
Damla Eczanesi,40.9498987,29.2827101
Lokman Hekim Eczanesi,40.9651981,29.2663614
Süleymanbey Eczanesi,41.0140313,29.2461520
Büyük Eczanesi,41.0084388,29.2393828
Bereket Eczanesi,40.9988412,29.2470255
Aydın Eczanesi,40.9833814,29.2470724
Namoğlu Eczanesi,40.9355145,29.2150586
Şifa Eczanesi,41.0181993,29.2583523
Yenidoğan Eczanesi,41.0083119,29.2406714
Dicle Eczanesi,41.0164415,29.2497204
Yunus Eczanesi,41.0161526,29.2488824
Uğrak Eczanesi,41.0073675,29.2357114
Hayat Eczanesi,40.9862593,29.2492522
Alaca Eczanesi,40.9575623,29.2129430
Esen Eczanesi,40.9615495,29.2155818
Muradhan Eczanesi,41.0855510,29.0047089
İstanbul Eczanesi,41.0831336,29.0027012
Mehmetçik Eczanesi,41.0828606,29.0006194
Durak Eczanesi,41.0827052,28.9978352
Hayat Eczanesi,41.0786502,29.0005432
Ortabayır Eczanesi,41.0778102,29.0034748
İrem Eczanesi,41.0785631,29.0053792
Park Eczanesi,41.0874632,29.0044515
Alp Eczanesi,41.0838613,29.0040959
Nilgün Eczanesi,41.0815229,28.9923292
Mutlu Eczanesi,41.0803790,28.9917538
Mutlu Eczanesi,41.0765539,28.9925571
Galata Eczanesi,41.0765015,28.9962722
Özge Eczanesi,41.0810869,28.9924232
Levent Eczanesi,41.0860183,29.0086222
Efemir Eczanesi,41.0369735,28.9074905
Saygın Eczanesi,41.0772041,28.9003272
Gül Eczanesi,41.0759147,28.9017698
Efe Eczanesi,41.0642341,28.9145599
Bağlarbaşı Eczanesi,41.0621741,28.9139219
Tülin Eczanesi,41.0589847,28.9142736
Güneş Eczanesi,41.0590274,28.9146033
Bizim Eczane,41.0589717,28.9162378
Başak Eczanesi,41.0561941,28.9197597
Raim Eczanesi,41.0590048,28.9085019
Vitamin Eczanesi,41.0596831,28.9071971
Yıldız Eczanesi,41.0568788,28.9041260
Aksu Eczanesi,41.0531801,28.9030198
Öztürk Eczanesi,41.0516949,28.9054073
Gün Eczanesi,41.0425702,28.9088096
Aktar Eczanesi,41.0423745,28.9091386
Yaprak Eczanesi,41.0371563,28.9077077
Yeni Rumeli Eczanesi,41.0341393,28.9026474
Özgün Eczanesi,41.0638086,28.9145236
Ayfer Eczanesi,41.0611651,28.9117500
Mine Eczanesi,41.0578911,28.9180330
İkbal Eczanesi,41.0583194,28.9080588
Eren Şen Eczanesi,41.0595644,28.9076263
Boğaziçi Eczanesi,41.0768962,28.9056957
Akdeniz Eczanesi,41.0638952,28.9152074
Huzur Eczanesi,41.0565366,28.9185800
Tülay Eczanesi,41.0590442,28.9093478
Gürcüoğlu Eczanesi,41.0594558,28.9079594
Cemiyet Eczanesi,41.0499368,28.9047433
Betül Karpuz Eczanesi,41.0455992,28.9052114
Malta Eczanesi,41.0385028,28.9075055
Yeni Ümit Eczanesi,41.0371086,28.9076288
Büşra Eczanesi,41.0770743,28.9077816
İbn-i Sina Eczanesi,41.0756389,28.9055157
Balkan Eczanesi,41.0596380,28.9130424
Melike Eczanesi,41.0591419,28.9131676
Güleryüz Eczanesi,41.0593875,28.9081524
Şevval Eczanesi,41.0549061,28.9037299
Burç Eczanesi,41.0496733,28.9027576
Nusret Eczanesi,41.0501051,28.9068272
Sayın Eczanesi,41.0499707,28.9066073
Halk Eczanesi,41.0454208,28.9060795
Bayrampaşa Eczanesi,41.0451790,28.9070092
Aydınlar Eczanesi,41.0447921,28.9075974
Liçina Eczanesi,41.0609591,28.8976684
Başak Eczanesi,41.0606130,28.8921226
Pamuk Eczanesi,41.0521839,28.8986279
Tülay Eczanesi,41.0630895,28.8915297
Nilüfer Eczanesi,41.0660861,28.9011677
Nar Eczanesi,41.0659548,28.9004637
Aydoğdu Eczanesi,41.0655858,28.9002885
Can Eczanesi,41.0657509,28.9001653
Damla Eczanesi,41.0535034,28.8996388
Özlem Eczanesi,41.0571363,28.8957532
Güven Eczanesi,41.0582051,28.8994440
Saadet Eczanesi,41.0646171,28.9004535
Megacenter Eczanesi,41.0507503,28.8918065
Kocatepe Eczanesi,41.0518146,28.8979550
Kelebek Eczanesi,41.0540167,28.8950005
Foça Eczanesi,41.0610000,28.8994281
Ergin Eczanesi,41.0586400,28.9025951
Ellinci Yıl Eczanesi,41.0632290,28.8910226
Eczane Şifapark,41.0627168,28.8911554
Yasemin Eczanesi,41.0639581,28.8938925
Yener Eczanesi,41.0636722,28.8934924
Uğur Eczanesi,41.0633994,28.8953992
Otogar Eczanesi,41.0403445,28.8946133
Bosna Sancak Eczanesi,41.0604181,28.8926006
Yeni Huzur Eczanesi,41.1144923,28.8491273
Selam Eczanesi,41.1137235,28.8482114
Buket Eczanesi,41.1113772,28.8561000
Esen Eczanesi,41.1102134,28.8536636
Yaşar Eczanesi,41.1122394,28.8546200
Sevinç Eczanesi,41.1068222,28.8600974
Merkez Eczanesi,41.1062870,28.8603736
İstanbul Eczanesi,41.1059155,28.8604947
Öztürk Eczanesi,41.0984217,28.8642401
Arif Eczanesi,41.1042822,28.8637584
Halise Eczanesi,41.1040709,28.8638827
Akay Eczanesi,41.1076955,28.8632228
Yeni Hayat Eczanesi,41.1079701,28.8627512
Esin Eczanesi,41.1086431,28.8659214
Murat Eczanesi,41.1088217,28.8665719
Dilek Eczanesi,41.1096519,28.8685944
Altuğ Eczanesi,41.1103371,28.8608865
Aile Eczanesi,41.0924668,28.8702271
Pınar Eczanesi,41.0935117,28.8732180
Çağatay Eczanesi,41.0909260,28.8703495
İpekay Eczanesi,41.0902083,28.8704084
Ceyna Eczanesi,41.0917624,28.8690632
Yasemin Eczanesi,41.0868334,28.8765188
Avrupa Eczanesi,41.0819642,28.8822771
Çakır Eczanesi,41.0829747,28.8822153
Bosna Eczanesi,41.0834841,28.8821874
Pamukkale Eczanesi,41.0812195,28.8846374
İsmetpaşa Eczanesi,41.1096719,28.8578085
Nilgün Eczanesi,41.1086644,28.8573687
Ömür Eczanesi,41.1031217,28.8618453
Kristal Eczanesi,41.0996232,28.8608956
Özdemir Eczanesi,41.1042189,28.8636365
Cebeci Eczanesi,41.1099350,28.8705310
Yonca Eczanesi,41.1100767,28.8608118
Aysun Eczanesi,41.0958933,28.8671415
Ada Eczanesi,41.0929042,28.8633284
Baran Eczanesi,41.0937234,28.8646518
Dede Eczanesi,41.0920802,28.8689128
Şafak Eczanesi,41.0920573,28.8727072
Deniz Eczanesi,41.0909474,28.8736683
Bizim Eczanesi,41.0897327,28.8702140
Serap Eczanesi,41.0786891,28.8863010
Bedirhan Eczanesi,41.0795706,28.8847530
Yeni Deniz Eczanesi,41.0757184,28.8820512
Başak Eczanesi,41.1060948,28.8534703
Yeni Bostancı Eczanesi,41.1017360,28.8607516
Lokman Eczanesi,41.0992930,28.8632595
Derman Eczanesi,41.1109378,28.8658267
Gökşen Şifa Eczanesi,41.0874340,28.8756001
Mimar Sinan Eczanesi,41.0752836,28.8868476
Ender Eczanesi,41.1101444,28.8607680
Hale Eczanesi,41.0766564,28.8826110
Seyda Eczanesi,41.0975022,28.8681845
Hira Eczanesi,41.0788043,28.8839849
Kırmızı Eczanesi,41.0746448,28.9239682
Binevler Eczanesi,41.0785602,28.9270091
Yeni Derman Eczanesi,41.0784042,28.9255021
Saray Eczanesi,41.0746531,28.9406042
Su Eczanesi,41.0769850,28.9454560
Haliç Eczanesi,41.0763358,28.9456793
Birgül Eczanesi,41.0766861,28.9469667
Büyük Eczanesi,41.0777790,28.9468615
Hüseyin Eczanesi,41.0597309,28.9070441
Şaroğlu Eczanesi,41.0419161,28.9036710
Elçioğlu Eczanesi,41.0418657,28.9036306
Lokman Eczanesi,41.0651924,28.9321533
Tuna Eczanesi,41.0420700,28.9037384
Furkan Eczanesi,41.0416996,28.9035615
Gürel Eczanesi,41.0333529,28.7694081
Halkalı Güler Eczanesi,41.0301049,28.7682558
Akalın Eczanesi,41.0336920,28.7745390
Tanrıverdi Eczanesi,41.0354540,28.7940390
Sena Eczanesi,41.0481490,28.8013005
Pamuk Eczanesi,41.0507091,28.7969679
Batı Eczanesi,41.0511257,28.7961296
Erbil Eczanesi,41.0481060,28.7942000
Atakent Eczanesi,41.0514118,28.7839748
Yeni Sağlık Eczanesi,41.0598966,28.7487022
Yeni Handan Eczanesi,41.0152483,28.8260383
Altın Eczanesi,41.0160474,28.8249526
Cemre Eczanesi,41.0198619,28.8242312
Deva Eczanesi,41.0245884,28.8023544
Derman Eczanesi,41.0246329,28.8005055
Itır Eczanesi,40.9947872,28.6696285
Özkan Eczanesi,40.9936463,28.6695994
Saruhan Eczanesi,40.9888676,28.6680653
Elifim Eczanesi,40.9842355,28.6715279
Limon Eczanesi,40.9834407,28.6721567
Suriçi Eczanesi,40.9971390,28.9240572
Kırıştıoğlu Eczanesi,41.0036230,28.9297865
Silivrikapı Eczanesi,41.0068210,28.9252629
Derman Eczanesi,41.0634595,28.9300124
Akarsu Eczanesi,41.0646183,28.9307892
Yeni Sevgi Eczanesi,41.0422880,28.9038399
Levent Eczanesi,41.0412456,28.9062940
Kardelen Eczanesi,41.0413377,28.7863514
Deva Eczanesi,41.0358716,28.7906460
Süheyla Eczanesi,41.0504729,28.8032372
Bahar Eczanesi,41.0504451,28.8030334
Hatice Eren Eczanesi,41.0529957,28.7981234
Öznur Eczanesi,41.0516943,28.7987139
Temapark Eczanesi,41.0536677,28.7646197
İnaye Eczanesi,41.0555087,28.7614101
Kubilay Eczanesi,41.0602060,28.7486460
G-Plus Eczanesi,41.0253015,28.8152971
Karakaş Eczanesi,41.0246751,28.7964358
Gökçe Eczanesi,41.0230001,28.7964877
Deniz Eczanesi,41.1156378,28.6384813
Yıldırım Eczanesi,41.1110538,28.6391073
Görkem Eczanesi,40.9934319,28.6696648
İsmet Eczanesi,40.9983733,28.9240478
Atasever Eczanesi,41.0016437,28.9299674
Yeni Eda Eczanesi,41.0066376,28.9356387
Yürekli Eczanesi,41.0086907,28.9375719
Bahar Eczanesi,41.0092871,28.9375789
Avrupa Eczanesi,41.0412077,28.7985260
Birsen Eczanesi,41.0424696,28.9041414
Halkalı Eczanesi,41.0355216,28.7878825
İpek Eczanesi,41.0473980,28.7998870
İkitelli Sağlık Eczanesi,41.0540597,28.8038752
Ressam Eczanesi,41.0520518,28.9170319
Ergün Eczanesi,41.0516400,28.9174875
Yunus Emre Eczanesi,41.0488918,28.9205099
Özcan Eczanesi,41.0486138,28.9211270
İslambey Eczanesi,41.0505913,28.9291940
Nurdan Eczanesi,41.0489918,28.9313559
Yenidoğan Eczanesi,41.0578777,28.9234591
Tepebaşı Eczanesi,41.0582602,28.9254760
Yurdakul Eczanesi,41.0580409,28.9254689
Sıla Eczanesi,41.0593242,28.9274065
Cemre Eczanesi,41.0599197,28.9281130
Bilge Eczanesi,41.0597879,28.9277905
Müge Eczanesi,41.0624421,28.9292956
Umut Eczanesi,41.0621941,28.9290584
Sami Eczanesi,41.0421299,28.9037450
Ihlamur Eczanesi,41.0405364,28.7902026
Şifa Eczanesi,41.0377731,28.7985441
Çağlar Eczanesi,41.0484865,28.8011842
İnan Eczanesi,41.0529696,28.7985648
Funda Eczanesi,41.0502865,28.7788185
Melis Eczanesi,41.0026127,28.9300916
Polin Eczanesi,41.0034443,28.9317620
Özgün Eczanesi,41.0039053,28.9312553
Alp Eczanesi,41.0101255,28.9397838
Füsun Eczanesi,41.0416414,28.9037655
Demir Eczanesi,41.0256925,28.7716504
Esin Eczanesi,41.0453477,28.7829463
Jale Eczanesi,41.0355567,28.7923050
Papatya Eczanesi,41.0374771,28.7980609
Bedia Eczanesi,41.0504250,28.8028780
Alp Eczanesi,41.0531087,28.8065953
Aylin Eczanesi,41.0546297,28.7991643
Nas Eczanesi,41.0556514,28.7613594
Bahar Eczanesi,41.0190614,28.8268100
Yeditepe Eczanesi,41.0242784,28.8004335
Yakuplu Eczanesi,40.9866531,28.6696035
Asu Eczanesi,40.9845875,28.6710026
Mehmet Emin Eczanesi,41.0002683,28.9311117
Çağla Eczanesi,40.9978958,28.9298710
İmrahor Işık Eczanesi,40.9963264,28.9272075
Murat Bıçakçı Eczanesi,41.0023851,28.9320912
Arslan Eczanesi,41.0036569,28.9275676
Esekapı Petek Eczanesi,41.0065131,28.9364673
Kızılelma Eczanesi,41.0075257,28.9366094
Fındıkzade Eczanesi,41.0116758,28.9396650
Deva Eczanesi,41.0776026,28.9468236
Yeni Eczane,41.0018117,28.9320146
Kevser Eczanesi,41.0069747,28.9332716
Güner Eczanesi,41.0492697,28.9205973
Çuhadaroğlu Eczanesi,41.0488657,28.9215276
Gaye Eczanesi,41.0518892,28.9262401
Deva Eczanesi,41.0495454,28.9306788
Eyüp Sultan Eczanesi,41.0469369,28.9329164
Şebnem Eczanesi,41.0579285,28.9238285
Sinan Eczanesi,41.0584815,28.9266501
Uslu Eczanesi,41.0600830,28.9278771
Değer Eczanesi,41.0636617,28.9300758
Nuray Eczanesi,41.0591477,28.9321944
Ali Galip Eczanesi,41.0622239,28.9287937
Seda Eczanesi,41.0503053,28.8020071
Yusuf eczanesi,41.0422151,28.6466199
Aktar,41.0432487,28.6471657
Davutpaşa Eczanesi,41.0052510,28.9454705
Tuba Eczanesi,41.0614590,28.9285360
Mert Eczanesi,41.0038854,28.9440927
Sönmez Eczanesi,41.0048587,28.9434968
Cerrahpaşa Fatih Eczanesi,41.0066826,28.9420803
Samatya Eczanesi,41.0068625,28.9415371
Cerrahpaşa Özlem Eczanesi,41.0071079,28.9421195
Cerrahpaşa Furkan Eczanesi,41.0069012,28.9419859
Batur Eczanesi,41.0075399,28.9434270
Haseki Çağrı Eczanesi,41.0090584,28.9438194
Sefa Eczanesi,41.0089472,28.9431476
Numune Eczanesi,41.0094277,28.9453713
Yonca Eczanesi,41.0109177,28.9424372
Haseki Yıldız Eczanesi,41.0102316,28.9425927
Akgün Eczanesi,41.0125797,28.9456143
Sofular Gülen Eczanesi,41.0130617,28.9482523
Miray Eczanesi,41.0109999,28.9506129
Yağmur Eczanesi,41.0094183,28.9547589
Metro Eczanesi,41.0089594,28.9548053
Engin Dilek Eczanesi,41.0089016,28.9539118
Güler Eczanesi,41.0081480,28.9519920
Nurtane Eczanesi,41.0081692,28.9525795
Yenikapı Sarim Eczanesi,41.0070424,28.9530623
Marmaray Eczanesi,41.0066581,28.9516343
Saray Eczanesi,41.0145549,28.9519813
Yükseliş Eczanesi,41.0178188,28.9444095
Yeni Akdeniz Eczanesi,41.0176931,28.9441966
Sema Eczanesi,41.0165580,28.9671474
Tahtakale Eczanesi,41.0172143,28.9688615
Üniversite Eczanesi,41.0146823,28.9627066
Gülden Eczanesi,41.0168614,28.9555807
Nihal Eczanesi,41.0209600,28.9469413
Çağrı Eczanesi,41.0215830,28.9477430
Organik Eczanesi,41.0354328,28.9373400
Balat Eczanesi,41.0327591,28.9444129
Balat Merkez Eczanesi,41.0335687,28.9463415
Fazilet Eczanesi,41.0322757,28.9477924
Gülgün Eczanesi,41.0280427,28.9463439
Doğan Aras Eczanesi,41.0247158,28.9358488
Gümüş Eczanesi,41.0220237,28.9367548
Solmaz Eczanesi,41.0197055,28.9291698
İlkay Eczanesi,41.0135762,28.9246796
Aksa Eczanesi,41.0084309,28.9264119
Zafer Eczanesi,41.0092787,28.9306049
Paşa Eczanesi,41.0046682,28.9436234
Cerrahpaşa Eczanesi,41.0052004,28.9432148
Kartal Eczanesi,41.0067469,28.9411012
Göksun Eczanesi,41.0069374,28.9417407
Azak Eczanesi,41.0094604,28.9456722
Mutlu Eczanesi,41.0109495,28.9445935
Duyar Eczanesi,41.0108742,28.9449593
Sevgi Eczanesi,41.0114125,28.9424535
Horhor Eczanesi,41.0119810,28.9498864
Kamelya Eczanesi,41.0097793,28.9528716
Pelin Eczanesi,41.0186799,28.9518224
Fatih Eczanesi,41.0163626,28.9509970
Taha Can Eczanesi,41.0161772,28.9508437
Zeytindalı Eczanesi,41.0161526,28.9523245
Sezen Eczanesi,41.0135575,28.9512057
Zaman Eczanesi,41.0133869,28.9509803
Çolpan Eczanesi,41.0179554,28.9441770
Atlas Eczanesi,41.0146445,28.9420955
Molla Gürani Eczanesi,41.0136915,28.9422252
Çırçır Eczanesi,41.0196598,28.9551477
Cem Eczanesi,41.0204424,28.9416468
Semra Eczanesi,41.0242934,28.9486362
Özlem Ece Eczanesi,41.0254510,28.9572013
Kumrulu Eczanesi,41.0238941,28.9466230
Özgür Eczanesi,41.0257615,28.9359895
Mercan Eczanesi,41.0225204,28.9357130
Petek Eczanesi,41.0213708,28.9356836
Vatan Eczanesi,41.0206593,28.9381502
Hüseyin Avni Eczanesi,41.0069955,28.9418976
Türker Eczanesi,41.0096422,28.9453438
Erciyes Eczanesi,41.0097799,28.9465168
Yeni Hayat Eczanesi,41.0185011,28.9518376
Güven Eczanesi,41.0170826,28.9507511
Ege Eczanesi,41.0175828,28.9440051
Duru Eczanesi,41.0131836,28.9398303
Vefa Eczanesi,41.0157774,28.9589402
Sarıbaşlar Eczanesi,41.0208454,28.9484394
Deva Eczanesi,41.0212016,28.9450237
