adi,is_nevi,is_nevi_tnm,akaryakit_dagitim_sirketi,akaryakit_dagitim_sirketi_tnm,lpg_dagitim_sirketi,lpg_dagitim_sirketi_tnm,tesis_turu,tesis_turu_tnm,ilce_uavt,ilce,mahalle_uavt,mahalle_adi,latitude,longitude
ENERJİ MADENİ YAĞLAR ÜRETİM VE PAZARLAMA ANONİM ŞİRKETİ,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,1663,ŞİŞLİ,40694,FULYA,29.00124934,41.06122011
ATLI OTOMOTİV NAKLİYAT SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,2015,TUZLA,40729,ORTA,29.37472123,40.88835178
ERGE PETROL OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,2,Alpet,25,İpragaz,1,Aktif,2014,SULTANBEYLİ,40955,ORHANGAZİ,29.28526576,40.94061661
Bİ PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2010,GÜNGÖREN,40498,GENÇOSMAN,28.88381225,41.03248925
GÜNEŞPET İNŞ.PET.ÜRN.SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2054,SANCAKTEPE,40775,MERVE,29.24424775,41.00720945
AS ROYAL PETROL TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,,Bilinmiyor,,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40205,VATAN,28.90553774,41.03191942
CANPET AKARYAKIT ÜRÜNLERİ NAK.GIDA SAN. VE TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40758,ÖMERLİ,29.34381762,41.08802801
ADIM PETROL İNŞ.GIDA SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,1622,SİLİVRİ,40927,ALİPAŞA,28.21939533,41.10371436
YÜCEL PETROL LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2015,TUZLA,40719,POSTANE,29.30622581,40.81945386
GÜZLE PETROL ÜRÜNLERİ GIDA OTOMOTİV İNŞAAT VE TAAHHÜT SANAYİ VE TİCARE,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2052,ÇEKMEKÖY,40753,ÇAMLIK,29.19534511,41.01394614
DENGE PETROL TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2054,SANCAKTEPE,40762,MECLİS,29.20170178,41.00860922
AKD AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,2015,TUZLA,40728,ORHANLI,29.34327854,40.90778610
KAAN AKARYAKIT SANAYİ VE TİC.AŞ.,2,Akaryakıt Lpg,23,Moil,28,Milangaz,1,Aktif,2015,TUZLA,40726,TEPEÖREN,29.39458140,40.90348792
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,,,29.27611352,41.06738261
BENLİLER AKARYAKIT VE OTOM. MAMÜL. SAN. VE TİC. A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1449,KARTAL,40572,YUKARI,29.18118040,40.88918493
TUĞAL KOLL.ŞTİ.M.ONUR TUĞAL VE ORTAKLARI,2,Akaryakıt Lpg,10,Opet,25,İpragaz,1,Aktif,1325,EYÜPSULTAN,40376,TOPÇULAR,28.92195050,41.03876100
NERGİS BENZİN İSTASYON İŞLETMECİLİĞİ ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1186,BEYOĞLU,40280,HACIAHMET,28.97264845,41.03880903
YILMAZ PETROL SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,23,Moil,,Bilinmiyor,1,Aktif,1237,ÇATALCA,191815,SUBAŞI,28.45501922,41.22362268
KURAN PETROL ÜRÜN.PAZ. VE TİC.LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40365,MERKEZ,28.94188186,41.05763610
ARDAÇELİK YAPI İNŞAAT OTOMOTİV VE AKARYAKIT DIŞ TİCARET PAZARLAMA SANA,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40576,FATİH,29.21512533,40.95250203
HEDEF PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2015,TUZLA,40732,MESCİT,29.35113698,40.89976898
EYÜPOĞLU AK.HADDE.DEM.İNŞ.VE END.ÜRN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40544,MEHMET AKİF ERSOY,28.95089177,41.06293591
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1810,KAĞITHANE,40547,SULTAN SELİM,28.99299325,41.09433608
BOSTANCI AKARYAKIT ÜRN.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,28.56224986,41.01743535
MUSTAFA SARI ISI YAKIT PETROL ÜRN. SAN. TİC. A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40535,ÇAĞLAYAN,28.97989356,41.07165321
TORLAKOĞLU PETROL - SAMİ TORLAK,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40751,EKŞİOĞLU,29.23974643,41.02688061
TUREN TURİZM ENDÜSTRİSİ VE SAN.LTD.ŞTİ.,2,Akaryakıt Lpg,23,Moil,29,Mogaz,1,Aktif,1327,FATİH,40321,KÜÇÜK AYASOFYA,28.97249490,41.00181317
DURAN PET.AKAR.DAĞ.VE TUR.İŞL.LTD.ŞTİ.,1,Akaryakıt,11,Pet-Line,,Bilinmiyor,1,Aktif,1659,ŞİLE,191953,DOĞANCILI,29.44725466,41.19080529
TANKAR ENERJİ PETROLOTOMOT.İNŞ.GIDA TAŞ.VE SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,28.83102794,41.00988951
SHELL PETROL A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,28.71868008,40.98825712
ARACI - SAPAN PETROL ÜRÜNLERİ TİC.LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40182,KOCASİNAN MERKEZ,28.84219214,41.01423895
AYŞİN EKŞİOĞLU - MEHVEŞ MELEHAT DURU - VELİ TUNÇ ATAKUL - SALİHA YILDI,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1421,KADIKÖY,40513,ZÜHTÜPAŞA,29.04009447,40.98389906
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,29.20683015,40.88955086
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40566,PETROL İŞ,29.17736785,40.89118955
MEHMETCİK VAKFI TUR.PET.İNŞ.SAĞ.GIDA VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1604,SARIYER,40675,REŞİTPAŞA,29.01511161,41.10741219
KARDEŞLER PETROL İNŞ.EMLAK. OTOM.SAN.TİC.A.Ş.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2050,BAŞAKŞEHİR,40357,BAŞAK,28.81069020,41.08455340
İMKAR AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2048,ARNAVUTKÖY,40483,BOĞAZKÖY İSTİKLAL,28.78779368,41.15123592
BİROL PETROL İNŞ.MÜH.TAH.İTH.İHR.PAZ.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,28.06378658,41.22622091
KARAMAHMUTOĞLU PETROL TURZ.TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40933,FEVZİPAŞA,27.99693737,41.09495896
KUMRULAR YAPI MALZ.VE PETROL TİC.LTD.ŞTİ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,2014,SULTANBEYLİ,40947,TURGUT REİS,29.28279741,40.96122581
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40894,YAKUPLU,28.68413878,41.00426897
GÜLSOY PETROL ÜRÜNLERİ SAN.TİC.A.Ş.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,28.85288520,41.03679069
AZİM PETROL TİC. VE SAN.AŞ.,2,Akaryakıt Lpg,23,Moil,28,Milangaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40596,FEVZİ ÇAKMAK,28.79462734,41.00846474
BP PETROLLERİ AŞ.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1708,ÜSKÜDAR,40786,BARBAROS,29.03016851,41.01651772
DOCO PETROL VE DANIŞMANLIK A.Ş.,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1186,BEYOĞLU,40291,BOSTAN,28.97751708,41.03986787
AYTEMİZ PETROLCÜLÜK TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1663,ŞİŞLİ,40697,HALİL RIFAT PAŞA,28.96565090,41.05850689
MAKPET PETROL ÜRN. NAKLİYET TURİZM İNŞ. SAN. TİC. LTD. ŞTİ.,1,Akaryakıt,7,Enerji Petrol,,Bilinmiyor,1,Aktif,2014,SULTANBEYLİ,40947,TURGUT REİS,29.28132338,40.96441708
ABDÜLMECİT MODOĞLU İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,37,Petrol Ofisi,1,Aktif,1835,PENDİK,40627,DOĞU,,
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1852,ÜMRANİYE,40748,ATAKENT,29.10715280,41.01328460
KAR-PET PETROL ÜRN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1327,FATİH,99142,ZEYREK,28.95509422,41.01670771
AKGÜNLER AKARYAKIT GIDA İNŞAAT TEKSTİL NAKLİYAT TUR.VE TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,29.26604853,40.87370848
TP İSTASYON İŞLETMELERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,2048,ARNAVUTKÖY,40479,İSLAMBEY,28.74268625,41.18944311
BAŞAK PETROL ÜRN. VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,181500,ZAFER,28.67935911,41.01160712
İBRAHİM UYSAL,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1237,ÇATALCA,191827,HİSARBEYLİ,28.47366212,41.36927879
ARAS PETROL TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2054,SANCAKTEPE,192001,PAŞAKÖY,29.27918522,41.04376927
ZÜMRA PETROLCÜLÜK İNŞAAT SAN. TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,25,Starpet,25,İpragaz,1,Aktif,2054,SANCAKTEPE,40576,FATİH,29.21556362,40.96678660
ERGÜLLER AKARYAKIT VE MOTORLU ARAÇLAR TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1327,FATİH,99141,ALİ KUŞÇU,28.95090075,41.01777120
ARAS KORKMAZLAR PETROL NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2053,ESENYURT,40858,SAADETDERE,28.69804547,41.01154738
ÖZ ÇELİKLİ PETROL OTOMOTİV İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,23,Moil,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,28.06737680,41.24434402
ERDÖL AKARYAKIT TİC.VE SAN.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40464,KARADENİZ,28.88070665,41.07614846
ÖZŞENLİ AKARYAKIT VE PETROL ÜRÜN.SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1185,BEYKOZ,191731,İSHAKLI,29.28257141,41.13278022
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2049,ATAŞEHİR,40526,YENİSAHRA,29.08706788,40.98764191
ERDÖNMEZ PETROL SAN.TİC.LTD.ŞTİ.,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,191977,TAYAKADIN,28.68640353,41.26494688
KNC PETROL ÜRÜNLERİ İÇ VE DIŞ TİCARET LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2003,AVCILAR,40152,FİRUZKÖY,28.71346748,40.99944114
CANOĞLU PETROL SANAYİ  TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,28.82303359,41.04501043
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,10,Aygaz,1,Aktif,2010,GÜNGÖREN,40506,MEHMET NESİH ÖZMEN,28.89044913,41.01724195
KAAN AKARYAKIT SAN. VE TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,23,Moil,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40197,KARTALTEPE,28.87090283,40.99101598
YÜKSEL MERCAN,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,28.45281339,41.15083300
CAHİT TEKİN -TEKİN TİCARET,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,191849,BÜYÜK KILIÇLI,28.18607082,41.16027818
BORDO MAVİ ENERJİ ELEKTRİK ÜRETİM TİCARET ANONİM ŞİRKETİ,1,Akaryakıt,25,Starpet,25,İpragaz,1,Aktif,1166,BAKIRKÖY,40199,ŞENLİKKÖY,28.78567328,40.98547399
ENERJİ MADENİ YAĞLAR ÜRETİM VE PAZARLAMA ANONİM ŞİRKETİ,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1835,PENDİK,,,29.25927376,40.89430881
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,181488,BARBAROS HAYRETTİN PAŞA,28.64613628,41.01779013
ENERJİ MADENİ YAĞLAR ÜRETİM VE PAZARLAMA ANONİM ŞİRKETİ,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,2055,SULTANGAZİ,40467,75. YIL,28.90467187,41.09720383
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1325,EYÜPSULTAN,40379,GÖKTÜRK MERKEZ,28.88399551,41.17927948
ÖRPET PETROL ÜRÜNLERİ A.Ş.,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2049,ATAŞEHİR,40533,KAYIŞDAĞI,29.12716424,40.97938354
AKGÜL PETROL VE İNŞ.SAN.TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40890,ULUS,28.55657737,41.02591190
TP İSTASYON İŞLETMELERİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,29.10475127,40.97919989
ZİVER PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2014,SULTANBEYLİ,40949,ABDURRAHMANGAZİ,29.25725831,40.97128421
ADIM AKARYAKIT ENERJİ İNŞAAT GIDA SAN. TİC.LTD.ŞTİ.,1,Akaryakıt,19,Sunpet,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,191841,SEYMEN,28.16835354,41.15407884
OSMAN MÜMTAZ KARAKAŞ  PETROL ÜRÜNLERİ LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,29.05209435,41.05192001
VEYSİ GENÇ AKARYAKIT SAN.VE TİC.LTD.ŞTİ.,1,Akaryakıt,15,Total,,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,40788,BULGURLU,29.07573056,41.01459555
CEYNAK LOJİSTİK VE TİC. A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,28.81163703,41.01651655
MERENSE ENERJİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2004,BAĞCILAR,40168,GÜNEŞLİ,28.83227784,41.04140457
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1708,ÜSKÜDAR,40786,BARBAROS,29.02525145,41.00695521
BP PETROLLERİ ANONİM ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98699,NECİP FAZIL,29.17163602,41.01818585
ESENPET ENERJİ VE TİCARET ANONİM ŞİRKETİ,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2053,ESENYURT,181500,ZAFER,28.68179064,41.01207548
OPET MARKET VE AKARYAKIT İST.İŞLT.A.Ş.,2,Akaryakıt Lpg,10,Opet,,Bilinmiyor,1,Aktif,2015,TUZLA,,,,
HAS PETROL İNŞAAT TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1622,SİLİVRİ,40935,GÜMÜŞYAKA,28.03649832,41.08393012
RASİM KAÇAN,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1782,BÜYÜKÇEKMECE,40929,KAMİLOBA,28.43729495,41.03783658
ATMOİL PETROL VE ORGANİZASYON SANAYİ TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,29.19538731,40.98942627
ÖZTÜRKLER BRENT PETROL TAŞIMACILIK İNŞAAT İÇ VE DIŞ TİC.SAN.LTD.ŞTİ.,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40165,YAVUZ SELİM,28.84613082,41.03704940
MEHTİOĞLU PETROL İNŞAAT TİCARET A.Ş.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40643,ESENYALI,29.29127710,40.85610836
ÜSKÜDAR PETROL NAKLİYAT İNŞAAT VE TAAHHÜT TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,28.20693349,41.07994225
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,1708,ÜSKÜDAR,40790,CUMHURİYET,29.07532564,41.01139309
İLAYDA PETROL İNŞAAT TAAHHÜT PAZARLAMA SAN.VE TİC.LTD.ŞTİ.,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,28.71819777,40.99051733
ETRO PETROL LİMİTED ŞİRKETİ,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98688,CEMİL MERİÇ,29.14160235,41.01667932
" VEYSİ GENÇ AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ",1,Akaryakıt,13,Shell-Turcas Petrol,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,28.61802638,41.00105092
MARİNA PETROLCÜLÜK VE YATÇILIK TİC. LTD. ŞTİ.,1,Akaryakıt,23,Moil,,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40193,ZEYTİNLİK,28.87823811,40.97239108
KARDEŞLER PETROL TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,7,Enerji Petrol,52,Enerji Gaz,1,Aktif,2053,ESENYURT,181504,AKŞEMSEDDİN,28.69537048,41.01346337
MAYA PETROL İNŞ.OTOMOTİV TİC.SAN.LTD.ŞTİ.,1,Akaryakıt,3,Aytemiz,,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40477,HABİBLER,28.83778866,41.12971549
ALTACAN PETROL TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2015,TUZLA,40716,İÇMELER,29.30578453,40.84479138
GÜZEL ENERJİ AKARYAKIT ANONİM ŞİRKETİ,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,29.13335023,40.93971866
GİRAY LOJİSTİK ULUSLARARASI TAŞIMACILIK PETROL TİCARET ANONİM ŞİRKETİ,,Bilinmiyor,5,BP,14,Bp Gaz,1,Aktif,1835,PENDİK,40640,GÜLLÜ BAĞLAR,,
AVCILAR PETROL VE TİC.A.Ş.,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2003,AVCILAR,40149,ÜNİVERSİTE,28.70950192,40.99363129
NURPET İNŞ. PETROL  ÜRN. SAN. VE TİC. LTD. ŞTİ.,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,29.24918089,40.97195730
GÜVENAL NAKLİYAT PETROL ÜRÜNLERİ TÜP İMALATI SANAYİ TİCARET ANONİM ŞİR,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40162,MERKEZ,28.86348697,41.02977568
SDF SELEK  PETROLSOSYAL DİN.FAAL.TUR. SAN. VE TİC. A.Ş.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,99519,MİMAR SİNAN,29.16582970,40.98385675
KAMPET PETROL ÜRÜNLERİ DAĞ.PAZ.TİC.AŞ.,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,1663,ŞİŞLİ,40706,MERKEZ,28.98749277,41.06569501
BOZOK PETROLCULUK VETİC.A.Ş.,1,Akaryakıt,10,Opet,33,Opet,1,Aktif,1835,PENDİK,,,29.29501351,40.90931038
OPET MARKET VE AKARYAKIT İSTASYON İŞLETMECİLİĞİ AŞ.,1,Akaryakıt,10,Opet,,Bilinmiyor,1,Aktif,1604,SARIYER,40704,MASLAK,29.02355514,41.11754302
DURUSU GRUP ENERJİ SANAYİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,33,Pasifik,10,Aygaz,1,Aktif,1237,ÇATALCA,40898,KALEİÇİ,28.45524206,41.15805446
AYAR PETROL TAŞIMACILIK VE TURİZM DIŞ TİC.LTD.ŞTİ,1,Akaryakıt,9,LukOil,,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40884,KUMBURGAZ,28.46566259,41.02653030
3 KARDEŞ AKARYAKIT SANAYİ TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1622,SİLİVRİ,40922,CUMHURİYET,28.27675878,41.07092768
SRT MÜHENDİSLİK İNŞAAT ELEKTRİK SAN. VE TİC. LTD. ŞTİ.,1,Akaryakıt,,Bilinmiyor,,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40366,GÜZELTEPE,28.95036422,41.08686180
AKSU KİMYA PETROL İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1,Akaryakıt,12,Petrol Ofisi,,Bilinmiyor,1,Aktif,2053,ESENYURT,181492,MEVLANA,28.66754133,41.00649879
SİLİVRİ TURİZM PETROL VE TEKS.TİC.A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40926,SEMİZKUMLAR,28.13285530,41.07527809
PETROL OFİSİ ANONİM ŞİRKETİ,2,Akaryakıt Lpg,12,Petrol Ofisi,37,Petrol Ofisi,1,Aktif,2052,ÇEKMEKÖY,,,29.27753471,41.07607571
MR PETROL ÜRÜN. PAZ. TİC. LTD. ŞTİ.,1,Akaryakıt,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,28.76814579,41.01450221
SHELL PETROL ANONİM ŞİRKETİ,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1449,KARTAL,40558,ÇAVUŞOĞLU,29.19885509,40.89407129
BÖLEK PETROL  AKARYAKIT İNŞAAT GIDA PAZ.SAN.VE TURZ.TİC.LTD.ŞTİ.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,29.14367940,40.91730439
BP PETROLLERİ A.Ş.,1,Akaryakıt,5,BP,,Bilinmiyor,1,Aktif,2003,AVCILAR,40148,CİHANGİR,28.70464770,40.99540152
COB PETROL İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,28.56393513,41.01854550
